order_id,order_date,status,payment_method,customer_id,customer_name,segment,city,region,product_id,product_name,category,sub_category,quantity,unit_price,cost_price,discount,net_revenue,gross_profit
ORD-00531,2025-05-22,Completed,E-Wallet,CUST-0065,Yudi Pertiwi,Consumer,Jakarta Selatan,Jawa,PROD-017,Topi Baseball Canvas,Pakaian,Aksesoris Fashion,1,50000.00,22000.00,0.00,50000.00,28000.00
ORD-00188,2025-11-26,Completed,Transfer Bank,CUST-0066,Eko Saputra,Corporate,Surabaya,Jawa,PROD-011,Kaos Polos Cotton Combed 30s,Pakaian,Pria,1,75000.00,35000.00,0.15,63750.00,28750.00
ORD-00378,2025-10-03,Completed,E-Wallet,CUST-0066,Eko Saputra,Corporate,Surabaya,Jawa,PROD-015,Blouse Wanita Casual,Pakaian,Wanita,1,135000.00,70000.00,0.00,135000.00,65000.00
ORD-00756,2025-05-31,Completed,Credit Card,CUST-0066,Eko Saputra,Corporate,Surabaya,Jawa,PROD-009,Earphones TWS Bluetooth 5.3,Elektronik,Audio,1,250000.00,140000.00,0.00,250000.00,110000.00
ORD-00756,2025-05-31,Completed,Credit Card,CUST-0066,Eko Saputra,Corporate,Surabaya,Jawa,PROD-012,Kemeja Flanel Lengan Panjang,Pakaian,Pria,1,165000.00,90000.00,0.00,165000.00,75000.00
ORD-00913,2026-05-03,Completed,E-Wallet,CUST-0066,Eko Saputra,Corporate,Surabaya,Jawa,PROD-010,USB Flashdrive 64GB,Elektronik,Storage,1,85000.00,45000.00,0.00,85000.00,40000.00
ORD-00913,2026-05-03,Completed,E-Wallet,CUST-0066,Eko Saputra,Corporate,Surabaya,Jawa,PROD-019,Lampu Meja LED Belajar,Perlengkapan Rumah,Dekorasi,1,110000.00,60000.00,0.00,110000.00,50000.00
ORD-00152,2026-01-18,Completed,COD,CUST-0067,Yudi Lestari,Consumer,Denpasar,Bali & Nusa Tenggara,PROD-009,Earphones TWS Bluetooth 5.3,Elektronik,Audio,3,250000.00,140000.00,0.00,750000.00,330000.00
ORD-00152,2026-01-18,Completed,COD,CUST-0067,Yudi Lestari,Consumer,Denpasar,Bali & Nusa Tenggara,PROD-016,Tunik Batik Modern,Pakaian,Wanita,3,175000.00,95000.00,0.05,498750.00,213750.00
ORD-00261,2025-08-28,Completed,Transfer Bank,CUST-0067,Yudi Lestari,Consumer,Denpasar,Bali & Nusa Tenggara,PROD-020,Organizer Meja Acrylic,Perlengkapan Rumah,Storage,5,65000.00,32000.00,0.00,325000.00,165000.00
ORD-00261,2025-08-28,Completed,Transfer Bank,CUST-0067,Yudi Lestari,Consumer,Denpasar,Bali & Nusa Tenggara,PROD-007,Powerbank 10000mAh Dual Port,Elektronik,Aksesoris Mobile,1,200000.00,120000.00,0.00,200000.00,80000.00
ORD-00775,2025-12-22,Completed,Transfer Bank,CUST-0067,Yudi Lestari,Consumer,Denpasar,Bali & Nusa Tenggara,PROD-023,Buku Catatan Hardcover A5,Alat Tulis & Kantor,Kertas & Buku,1,45000.00,20000.00,0.00,45000.00,25000.00
ORD-00775,2025-12-22,Completed,Transfer Bank,CUST-0067,Yudi Lestari,Consumer,Denpasar,Bali & Nusa Tenggara,PROD-025,Desk Mat Deskpad Leather,Alat Tulis & Kantor,Aksesoris Meja,1,95000.00,50000.00,0.10,85500.00,35500.00
ORD-00775,2025-12-22,Completed,Transfer Bank,CUST-0067,Yudi Lestari,Consumer,Denpasar,Bali & Nusa Tenggara,PROD-020,Organizer Meja Acrylic,Perlengkapan Rumah,Storage,1,65000.00,32000.00,0.05,61750.00,29750.00
ORD-00812,2026-03-18,Completed,COD,CUST-0067,Yudi Lestari,Consumer,Denpasar,Bali & Nusa Tenggara,PROD-025,Desk Mat Deskpad Leather,Alat Tulis & Kantor,Aksesoris Meja,1,95000.00,50000.00,0.00,95000.00,45000.00
ORD-00812,2026-03-18,Completed,COD,CUST-0067,Yudi Lestari,Consumer,Denpasar,Bali & Nusa Tenggara,PROD-004,Stand Laptop Aluminium,Elektronik,Aksesoris Komputer,1,120000.00,70000.00,0.00,120000.00,50000.00
ORD-00812,2026-03-18,Completed,COD,CUST-0067,Yudi Lestari,Consumer,Denpasar,Bali & Nusa Tenggara,PROD-003,Headset Gaming Surround 7.1,Elektronik,Audio,2,350000.00,210000.00,0.05,665000.00,245000.00
ORD-00963,2025-02-17,Completed,Transfer Bank,CUST-0067,Yudi Lestari,Consumer,Denpasar,Bali & Nusa Tenggara,PROD-013,Jaket Hoodie Fleece,Pakaian,Pria,1,220000.00,125000.00,0.00,220000.00,95000.00
ORD-00963,2025-02-17,Completed,Transfer Bank,CUST-0067,Yudi Lestari,Consumer,Denpasar,Bali & Nusa Tenggara,PROD-008,Webcam Full HD 1080p,Elektronik,Aksesoris Komputer,1,280000.00,175000.00,0.05,266000.00,91000.00
ORD-01162,2025-09-14,Completed,E-Wallet,CUST-0067,Yudi Lestari,Consumer,Denpasar,Bali & Nusa Tenggara,PROD-025,Desk Mat Deskpad Leather,Alat Tulis & Kantor,Aksesoris Meja,3,95000.00,50000.00,0.15,242250.00,92250.00
ORD-00194,2025-12-05,Completed,COD,CUST-0068,Titi Hadi,Home Office,Medan,Sumatra,PROD-015,Blouse Wanita Casual,Pakaian,Wanita,1,135000.00,70000.00,0.10,121500.00,51500.00
ORD-00368,2026-02-19,Completed,COD,CUST-0068,Titi Hadi,Home Office,Medan,Sumatra,PROD-012,Kemeja Flanel Lengan Panjang,Pakaian,Pria,1,165000.00,90000.00,0.00,165000.00,75000.00
ORD-00455,2026-01-25,Completed,Transfer Bank,CUST-0068,Titi Hadi,Home Office,Medan,Sumatra,PROD-012,Kemeja Flanel Lengan Panjang,Pakaian,Pria,1,165000.00,90000.00,0.05,156750.00,66750.00
ORD-00455,2026-01-25,Completed,Transfer Bank,CUST-0068,Titi Hadi,Home Office,Medan,Sumatra,PROD-015,Blouse Wanita Casual,Pakaian,Wanita,2,135000.00,70000.00,0.00,270000.00,130000.00
ORD-00546,2025-01-01,Completed,Credit Card,CUST-0068,Titi Hadi,Home Office,Medan,Sumatra,PROD-020,Organizer Meja Acrylic,Perlengkapan Rumah,Storage,2,65000.00,32000.00,0.00,130000.00,66000.00
ORD-00552,2025-04-20,Completed,E-Wallet,CUST-0068,Titi Hadi,Home Office,Medan,Sumatra,PROD-005,Monitor 24 inch IPS 75Hz,Elektronik,Display,2,1800000.00,1350000.00,0.00,3600000.00,900000.00
ORD-00552,2025-04-20,Completed,E-Wallet,CUST-0068,Titi Hadi,Home Office,Medan,Sumatra,PROD-023,Buku Catatan Hardcover A5,Alat Tulis & Kantor,Kertas & Buku,3,45000.00,20000.00,0.15,114750.00,54750.00
ORD-00552,2025-04-20,Completed,E-Wallet,CUST-0068,Titi Hadi,Home Office,Medan,Sumatra,PROD-016,Tunik Batik Modern,Pakaian,Wanita,1,175000.00,95000.00,0.00,175000.00,80000.00
ORD-00552,2025-04-20,Completed,E-Wallet,CUST-0068,Titi Hadi,Home Office,Medan,Sumatra,PROD-011,Kaos Polos Cotton Combed 30s,Pakaian,Pria,5,75000.00,35000.00,0.00,375000.00,200000.00
ORD-00781,2025-01-10,Completed,E-Wallet,CUST-0068,Titi Hadi,Home Office,Medan,Sumatra,PROD-016,Tunik Batik Modern,Pakaian,Wanita,1,175000.00,95000.00,0.05,166250.00,71250.00
ORD-00781,2025-01-10,Completed,E-Wallet,CUST-0068,Titi Hadi,Home Office,Medan,Sumatra,PROD-012,Kemeja Flanel Lengan Panjang,Pakaian,Pria,5,165000.00,90000.00,0.00,825000.00,375000.00
ORD-00781,2025-01-10,Completed,E-Wallet,CUST-0068,Titi Hadi,Home Office,Medan,Sumatra,PROD-004,Stand Laptop Aluminium,Elektronik,Aksesoris Komputer,1,120000.00,70000.00,0.00,120000.00,50000.00
ORD-00959,2025-04-28,Completed,Transfer Bank,CUST-0068,Titi Hadi,Home Office,Medan,Sumatra,PROD-024,Pulpen Gel Pack 12 Pcs,Alat Tulis & Kantor,Alat Tulis,2,36000.00,18000.00,0.00,72000.00,36000.00
ORD-00959,2025-04-28,Completed,Transfer Bank,CUST-0068,Titi Hadi,Home Office,Medan,Sumatra,PROD-002,Keyboard Mechanical RGB,Elektronik,Aksesoris Komputer,1,450000.00,280000.00,0.05,427500.00,147500.00
ORD-00959,2025-04-28,Completed,Transfer Bank,CUST-0068,Titi Hadi,Home Office,Medan,Sumatra,PROD-014,Celana Chino Slim Fit,Pakaian,Pria,5,185000.00,100000.00,0.15,786250.00,286250.00
ORD-00959,2025-04-28,Completed,Transfer Bank,CUST-0068,Titi Hadi,Home Office,Medan,Sumatra,PROD-025,Desk Mat Deskpad Leather,Alat Tulis & Kantor,Aksesoris Meja,3,95000.00,50000.00,0.00,285000.00,135000.00
ORD-00558,2025-07-15,Completed,E-Wallet,CUST-0069,Fajar Hidayat,Consumer,Balikpapan,Kalimantan,PROD-021,Bantal Leher Memory Foam,Perlengkapan Rumah,Kebutuhan Harian,3,85000.00,42000.00,0.05,242250.00,116250.00
ORD-00919,2025-05-22,Completed,Credit Card,CUST-0069,Fajar Hidayat,Consumer,Balikpapan,Kalimantan,PROD-024,Pulpen Gel Pack 12 Pcs,Alat Tulis & Kantor,Alat Tulis,2,36000.00,18000.00,0.00,72000.00,36000.00
ORD-00919,2025-05-22,Completed,Credit Card,CUST-0069,Fajar Hidayat,Consumer,Balikpapan,Kalimantan,PROD-009,Earphones TWS Bluetooth 5.3,Elektronik,Audio,1,250000.00,140000.00,0.00,250000.00,110000.00
ORD-01104,2025-12-19,Completed,Credit Card,CUST-0069,Fajar Hidayat,Consumer,Balikpapan,Kalimantan,PROD-015,Blouse Wanita Casual,Pakaian,Wanita,1,135000.00,70000.00,0.00,135000.00,65000.00
ORD-01104,2025-12-19,Completed,Credit Card,CUST-0069,Fajar Hidayat,Consumer,Balikpapan,Kalimantan,PROD-006,Kabel Data Type-C Fast Charge,Elektronik,Aksesoris Mobile,2,35000.00,15000.00,0.00,70000.00,40000.00
ORD-00044,2026-04-17,Completed,Transfer Bank,CUST-0070,Rina Utami,Home Office,Palembang,Sumatra,PROD-011,Kaos Polos Cotton Combed 30s,Pakaian,Pria,2,75000.00,35000.00,0.00,150000.00,80000.00
ORD-00044,2026-04-17,Completed,Transfer Bank,CUST-0070,Rina Utami,Home Office,Palembang,Sumatra,PROD-005,Monitor 24 inch IPS 75Hz,Elektronik,Display,3,1800000.00,1350000.00,0.00,5400000.00,1350000.00
ORD-00228,2025-11-20,Completed,Transfer Bank,CUST-0070,Rina Utami,Home Office,Palembang,Sumatra,PROD-017,Topi Baseball Canvas,Pakaian,Aksesoris Fashion,1,50000.00,22000.00,0.00,50000.00,28000.00
ORD-00228,2025-11-20,Completed,Transfer Bank,CUST-0070,Rina Utami,Home Office,Palembang,Sumatra,PROD-010,USB Flashdrive 64GB,Elektronik,Storage,1,85000.00,45000.00,0.00,85000.00,40000.00
ORD-00374,2025-05-27,Completed,COD,CUST-0070,Rina Utami,Home Office,Palembang,Sumatra,PROD-018,Botol Minum Tumbler 500ml,Perlengkapan Rumah,Dapur & Makan,1,95000.00,48000.00,0.10,85500.00,37500.00
ORD-00374,2025-05-27,Completed,COD,CUST-0070,Rina Utami,Home Office,Palembang,Sumatra,PROD-009,Earphones TWS Bluetooth 5.3,Elektronik,Audio,1,250000.00,140000.00,0.00,250000.00,110000.00
ORD-00468,2025-08-14,Completed,Credit Card,CUST-0070,Rina Utami,Home Office,Palembang,Sumatra,PROD-024,Pulpen Gel Pack 12 Pcs,Alat Tulis & Kantor,Alat Tulis,1,36000.00,18000.00,0.05,34200.00,16200.00
ORD-00468,2025-08-14,Completed,Credit Card,CUST-0070,Rina Utami,Home Office,Palembang,Sumatra,PROD-001,Mouse Wireless M185,Elektronik,Aksesoris Komputer,1,150000.00,95000.00,0.05,142500.00,47500.00
ORD-00468,2025-08-14,Completed,Credit Card,CUST-0070,Rina Utami,Home Office,Palembang,Sumatra,PROD-018,Botol Minum Tumbler 500ml,Perlengkapan Rumah,Dapur & Makan,1,95000.00,48000.00,0.00,95000.00,47000.00
ORD-00662,2025-06-22,Completed,E-Wallet,CUST-0070,Rina Utami,Home Office,Palembang,Sumatra,PROD-025,Desk Mat Deskpad Leather,Alat Tulis & Kantor,Aksesoris Meja,1,95000.00,50000.00,0.00,95000.00,45000.00
ORD-00662,2025-06-22,Completed,E-Wallet,CUST-0070,Rina Utami,Home Office,Palembang,Sumatra,PROD-005,Monitor 24 inch IPS 75Hz,Elektronik,Display,2,1800000.00,1350000.00,0.00,3600000.00,900000.00
ORD-00727,2025-12-30,Completed,Transfer Bank,CUST-0070,Rina Utami,Home Office,Palembang,Sumatra,PROD-015,Blouse Wanita Casual,Pakaian,Wanita,1,135000.00,70000.00,0.05,128250.00,58250.00
ORD-00727,2025-12-30,Completed,Transfer Bank,CUST-0070,Rina Utami,Home Office,Palembang,Sumatra,PROD-009,Earphones TWS Bluetooth 5.3,Elektronik,Audio,1,250000.00,140000.00,0.10,225000.00,85000.00
ORD-00727,2025-12-30,Completed,Transfer Bank,CUST-0070,Rina Utami,Home Office,Palembang,Sumatra,PROD-002,Keyboard Mechanical RGB,Elektronik,Aksesoris Komputer,2,450000.00,280000.00,0.05,855000.00,295000.00
ORD-00900,2025-03-22,Completed,COD,CUST-0070,Rina Utami,Home Office,Palembang,Sumatra,PROD-025,Desk Mat Deskpad Leather,Alat Tulis & Kantor,Aksesoris Meja,1,95000.00,50000.00,0.00,95000.00,45000.00
ORD-01066,2025-01-01,Completed,Credit Card,CUST-0070,Rina Utami,Home Office,Palembang,Sumatra,PROD-018,Botol Minum Tumbler 500ml,Perlengkapan Rumah,Dapur & Makan,2,95000.00,48000.00,0.00,190000.00,94000.00
ORD-00150,2025-04-15,Completed,Credit Card,CUST-0071,Dian Saputra,Corporate,Medan,Sumatra,PROD-022,Rak Sepatu Susun Plastik,Perlengkapan Rumah,Storage,1,125000.00,68000.00,0.10,112500.00,44500.00
ORD-00150,2025-04-15,Completed,Credit Card,CUST-0071,Dian Saputra,Corporate,Medan,Sumatra,PROD-006,Kabel Data Type-C Fast Charge,Elektronik,Aksesoris Mobile,3,35000.00,15000.00,0.15,89250.00,44250.00
ORD-00508,2025-09-19,Completed,COD,CUST-0071,Dian Saputra,Corporate,Medan,Sumatra,PROD-017,Topi Baseball Canvas,Pakaian,Aksesoris Fashion,1,50000.00,22000.00,0.05,47500.00,25500.00
ORD-00790,2025-11-15,Cancelled,COD,CUST-0071,Dian Saputra,Corporate,Medan,Sumatra,PROD-008,Webcam Full HD 1080p,Elektronik,Aksesoris Komputer,2,280000.00,175000.00,0.00,560000.00,210000.00
ORD-01195,2025-10-05,Completed,E-Wallet,CUST-0071,Dian Saputra,Corporate,Medan,Sumatra,PROD-007,Powerbank 10000mAh Dual Port,Elektronik,Aksesoris Mobile,1,200000.00,120000.00,0.15,170000.00,50000.00
ORD-01195,2025-10-05,Completed,E-Wallet,CUST-0071,Dian Saputra,Corporate,Medan,Sumatra,PROD-016,Tunik Batik Modern,Pakaian,Wanita,2,175000.00,95000.00,0.00,350000.00,160000.00
ORD-00461,2025-12-17,Completed,Credit Card,CUST-0072,Indah Setiawan,Consumer,Makassar,Sulawesi,PROD-019,Lampu Meja LED Belajar,Perlengkapan Rumah,Dekorasi,1,110000.00,60000.00,0.05,104500.00,44500.00
ORD-00563,2025-06-29,Completed,E-Wallet,CUST-0072,Indah Setiawan,Consumer,Makassar,Sulawesi,PROD-012,Kemeja Flanel Lengan Panjang,Pakaian,Pria,2,165000.00,90000.00,0.00,330000.00,150000.00
ORD-00563,2025-06-29,Completed,E-Wallet,CUST-0072,Indah Setiawan,Consumer,Makassar,Sulawesi,PROD-016,Tunik Batik Modern,Pakaian,Wanita,3,175000.00,95000.00,0.00,525000.00,240000.00
ORD-00563,2025-06-29,Completed,E-Wallet,CUST-0072,Indah Setiawan,Consumer,Makassar,Sulawesi,PROD-024,Pulpen Gel Pack 12 Pcs,Alat Tulis & Kantor,Alat Tulis,1,36000.00,18000.00,0.00,36000.00,18000.00
ORD-00563,2025-06-29,Completed,E-Wallet,CUST-0072,Indah Setiawan,Consumer,Makassar,Sulawesi,PROD-020,Organizer Meja Acrylic,Perlengkapan Rumah,Storage,1,65000.00,32000.00,0.00,65000.00,33000.00
ORD-00628,2025-08-25,Completed,Transfer Bank,CUST-0072,Indah Setiawan,Consumer,Makassar,Sulawesi,PROD-007,Powerbank 10000mAh Dual Port,Elektronik,Aksesoris Mobile,1,200000.00,120000.00,0.00,200000.00,80000.00
ORD-00016,2026-04-11,Completed,Transfer Bank,CUST-0073,Indah Aminah,Consumer,Palembang,Sumatra,PROD-021,Bantal Leher Memory Foam,Perlengkapan Rumah,Kebutuhan Harian,1,85000.00,42000.00,0.15,72250.00,30250.00
ORD-00016,2026-04-11,Completed,Transfer Bank,CUST-0073,Indah Aminah,Consumer,Palembang,Sumatra,PROD-002,Keyboard Mechanical RGB,Elektronik,Aksesoris Komputer,3,450000.00,280000.00,0.10,1215000.00,375000.00
ORD-00185,2025-02-11,Completed,Credit Card,CUST-0073,Indah Aminah,Consumer,Palembang,Sumatra,PROD-018,Botol Minum Tumbler 500ml,Perlengkapan Rumah,Dapur & Makan,5,95000.00,48000.00,0.05,451250.00,211250.00
ORD-00185,2025-02-11,Completed,Credit Card,CUST-0073,Indah Aminah,Consumer,Palembang,Sumatra,PROD-025,Desk Mat Deskpad Leather,Alat Tulis & Kantor,Aksesoris Meja,1,95000.00,50000.00,0.10,85500.00,35500.00
ORD-00488,2025-08-01,Cancelled,Credit Card,CUST-0073,Indah Aminah,Consumer,Palembang,Sumatra,PROD-025,Desk Mat Deskpad Leather,Alat Tulis & Kantor,Aksesoris Meja,1,95000.00,50000.00,0.00,95000.00,45000.00
ORD-00659,2025-01-12,Completed,Transfer Bank,CUST-0073,Indah Aminah,Consumer,Palembang,Sumatra,PROD-012,Kemeja Flanel Lengan Panjang,Pakaian,Pria,3,165000.00,90000.00,0.00,495000.00,225000.00
ORD-00659,2025-01-12,Completed,Transfer Bank,CUST-0073,Indah Aminah,Consumer,Palembang,Sumatra,PROD-002,Keyboard Mechanical RGB,Elektronik,Aksesoris Komputer,1,450000.00,280000.00,0.00,450000.00,170000.00
ORD-01176,2025-10-08,Completed,Transfer Bank,CUST-0073,Indah Aminah,Consumer,Palembang,Sumatra,PROD-024,Pulpen Gel Pack 12 Pcs,Alat Tulis & Kantor,Alat Tulis,1,36000.00,18000.00,0.05,34200.00,16200.00
ORD-01176,2025-10-08,Completed,Transfer Bank,CUST-0073,Indah Aminah,Consumer,Palembang,Sumatra,PROD-018,Botol Minum Tumbler 500ml,Perlengkapan Rumah,Dapur & Makan,2,95000.00,48000.00,0.00,190000.00,94000.00
ORD-01176,2025-10-08,Completed,Transfer Bank,CUST-0073,Indah Aminah,Consumer,Palembang,Sumatra,PROD-015,Blouse Wanita Casual,Pakaian,Wanita,2,135000.00,70000.00,0.05,256500.00,116500.00
ORD-00056,2025-09-27,Completed,COD,CUST-0074,Agus Aminah,Home Office,Bandung,Jawa,PROD-017,Topi Baseball Canvas,Pakaian,Aksesoris Fashion,1,50000.00,22000.00,0.00,50000.00,28000.00
ORD-00139,2025-06-29,Completed,COD,CUST-0074,Agus Aminah,Home Office,Bandung,Jawa,PROD-007,Powerbank 10000mAh Dual Port,Elektronik,Aksesoris Mobile,2,200000.00,120000.00,0.00,400000.00,160000.00
ORD-00302,2025-10-13,Completed,E-Wallet,CUST-0074,Agus Aminah,Home Office,Bandung,Jawa,PROD-024,Pulpen Gel Pack 12 Pcs,Alat Tulis & Kantor,Alat Tulis,1,36000.00,18000.00,0.00,36000.00,18000.00
ORD-00302,2025-10-13,Completed,E-Wallet,CUST-0074,Agus Aminah,Home Office,Bandung,Jawa,PROD-003,Headset Gaming Surround 7.1,Elektronik,Audio,5,350000.00,210000.00,0.00,1750000.00,700000.00
ORD-00302,2025-10-13,Completed,E-Wallet,CUST-0074,Agus Aminah,Home Office,Bandung,Jawa,PROD-025,Desk Mat Deskpad Leather,Alat Tulis & Kantor,Aksesoris Meja,1,95000.00,50000.00,0.05,90250.00,40250.00
ORD-00065,2025-07-03,Completed,E-Wallet,CUST-0075,Budi Wibowo,Corporate,Makassar,Sulawesi,PROD-014,Celana Chino Slim Fit,Pakaian,Pria,1,185000.00,100000.00,0.00,185000.00,85000.00
ORD-00065,2025-07-03,Completed,E-Wallet,CUST-0075,Budi Wibowo,Corporate,Makassar,Sulawesi,PROD-017,Topi Baseball Canvas,Pakaian,Aksesoris Fashion,3,50000.00,22000.00,0.00,150000.00,84000.00
ORD-00065,2025-07-03,Completed,E-Wallet,CUST-0075,Budi Wibowo,Corporate,Makassar,Sulawesi,PROD-022,Rak Sepatu Susun Plastik,Perlengkapan Rumah,Storage,2,125000.00,68000.00,0.10,225000.00,89000.00
ORD-00462,2025-06-04,Completed,Transfer Bank,CUST-0075,Budi Wibowo,Corporate,Makassar,Sulawesi,PROD-007,Powerbank 10000mAh Dual Port,Elektronik,Aksesoris Mobile,2,200000.00,120000.00,0.05,380000.00,140000.00
ORD-00933,2025-04-02,Completed,COD,CUST-0075,Budi Wibowo,Corporate,Makassar,Sulawesi,PROD-020,Organizer Meja Acrylic,Perlengkapan Rumah,Storage,3,65000.00,32000.00,0.00,195000.00,99000.00
ORD-01044,2025-11-11,Completed,E-Wallet,CUST-0075,Budi Wibowo,Corporate,Makassar,Sulawesi,PROD-009,Earphones TWS Bluetooth 5.3,Elektronik,Audio,3,250000.00,140000.00,0.10,675000.00,255000.00
ORD-01044,2025-11-11,Completed,E-Wallet,CUST-0075,Budi Wibowo,Corporate,Makassar,Sulawesi,PROD-021,Bantal Leher Memory Foam,Perlengkapan Rumah,Kebutuhan Harian,1,85000.00,42000.00,0.10,76500.00,34500.00
ORD-01085,2025-02-11,Completed,Transfer Bank,CUST-0075,Budi Wibowo,Corporate,Makassar,Sulawesi,PROD-006,Kabel Data Type-C Fast Charge,Elektronik,Aksesoris Mobile,1,35000.00,15000.00,0.00,35000.00,20000.00
ORD-01085,2025-02-11,Completed,Transfer Bank,CUST-0075,Budi Wibowo,Corporate,Makassar,Sulawesi,PROD-018,Botol Minum Tumbler 500ml,Perlengkapan Rumah,Dapur & Makan,1,95000.00,48000.00,0.00,95000.00,47000.00
ORD-01199,2025-04-05,Completed,Transfer Bank,CUST-0075,Budi Wibowo,Corporate,Makassar,Sulawesi,PROD-006,Kabel Data Type-C Fast Charge,Elektronik,Aksesoris Mobile,1,35000.00,15000.00,0.00,35000.00,20000.00
ORD-01199,2025-04-05,Completed,Transfer Bank,CUST-0075,Budi Wibowo,Corporate,Makassar,Sulawesi,PROD-010,USB Flashdrive 64GB,Elektronik,Storage,1,85000.00,45000.00,0.05,80750.00,35750.00
ORD-00164,2026-01-08,Completed,E-Wallet,CUST-0076,Agus Wibowo,Corporate,Palembang,Sumatra,PROD-015,Blouse Wanita Casual,Pakaian,Wanita,1,135000.00,70000.00,0.00,135000.00,65000.00
ORD-00164,2026-01-08,Completed,E-Wallet,CUST-0076,Agus Wibowo,Corporate,Palembang,Sumatra,PROD-009,Earphones TWS Bluetooth 5.3,Elektronik,Audio,5,250000.00,140000.00,0.00,1250000.00,550000.00
ORD-00712,2025-02-27,Completed,Transfer Bank,CUST-0076,Agus Wibowo,Corporate,Palembang,Sumatra,PROD-005,Monitor 24 inch IPS 75Hz,Elektronik,Display,1,1800000.00,1350000.00,0.10,1620000.00,270000.00
ORD-01172,2026-01-14,Completed,Credit Card,CUST-0076,Agus Wibowo,Corporate,Palembang,Sumatra,PROD-009,Earphones TWS Bluetooth 5.3,Elektronik,Audio,1,250000.00,140000.00,0.00,250000.00,110000.00
ORD-01172,2026-01-14,Completed,Credit Card,CUST-0076,Agus Wibowo,Corporate,Palembang,Sumatra,PROD-014,Celana Chino Slim Fit,Pakaian,Pria,1,185000.00,100000.00,0.00,185000.00,85000.00
ORD-01172,2026-01-14,Completed,Credit Card,CUST-0076,Agus Wibowo,Corporate,Palembang,Sumatra,PROD-016,Tunik Batik Modern,Pakaian,Wanita,1,175000.00,95000.00,0.00,175000.00,80000.00
ORD-00184,2025-05-26,Completed,Credit Card,CUST-0077,Budi Aminah,Corporate,Bandung,Jawa,PROD-015,Blouse Wanita Casual,Pakaian,Wanita,1,135000.00,70000.00,0.10,121500.00,51500.00
ORD-00184,2025-05-26,Completed,Credit Card,CUST-0077,Budi Aminah,Corporate,Bandung,Jawa,PROD-004,Stand Laptop Aluminium,Elektronik,Aksesoris Komputer,1,120000.00,70000.00,0.05,114000.00,44000.00
ORD-00395,2025-12-23,Completed,Credit Card,CUST-0077,Budi Aminah,Corporate,Bandung,Jawa,PROD-021,Bantal Leher Memory Foam,Perlengkapan Rumah,Kebutuhan Harian,2,85000.00,42000.00,0.20,136000.00,52000.00
ORD-00429,2025-02-24,Completed,E-Wallet,CUST-0077,Budi Aminah,Corporate,Bandung,Jawa,PROD-020,Organizer Meja Acrylic,Perlengkapan Rumah,Storage,1,65000.00,32000.00,0.00,65000.00,33000.00
ORD-00594,2025-08-30,Completed,E-Wallet,CUST-0077,Budi Aminah,Corporate,Bandung,Jawa,PROD-019,Lampu Meja LED Belajar,Perlengkapan Rumah,Dekorasi,2,110000.00,60000.00,0.00,220000.00,100000.00
ORD-01032,2025-04-11,Completed,COD,CUST-0077,Budi Aminah,Corporate,Bandung,Jawa,PROD-005,Monitor 24 inch IPS 75Hz,Elektronik,Display,1,1800000.00,1350000.00,0.00,1800000.00,450000.00
ORD-01032,2025-04-11,Completed,COD,CUST-0077,Budi Aminah,Corporate,Bandung,Jawa,PROD-006,Kabel Data Type-C Fast Charge,Elektronik,Aksesoris Mobile,2,35000.00,15000.00,0.05,66500.00,36500.00
ORD-00053,2025-12-06,Completed,COD,CUST-0078,Agus Aminah,Consumer,Yogyakarta,Jawa,PROD-001,Mouse Wireless M185,Elektronik,Aksesoris Komputer,1,150000.00,95000.00,0.05,142500.00,47500.00
ORD-00177,2025-11-06,Completed,Transfer Bank,CUST-0078,Agus Aminah,Consumer,Yogyakarta,Jawa,PROD-001,Mouse Wireless M185,Elektronik,Aksesoris Komputer,1,150000.00,95000.00,0.00,150000.00,55000.00
ORD-00040,2026-04-30,Completed,COD,CUST-0079,Maya Aminah,Consumer,Yogyakarta,Jawa,PROD-009,Earphones TWS Bluetooth 5.3,Elektronik,Audio,1,250000.00,140000.00,0.10,225000.00,85000.00
ORD-00126,2025-12-07,Completed,COD,CUST-0079,Maya Aminah,Consumer,Yogyakarta,Jawa,PROD-025,Desk Mat Deskpad Leather,Alat Tulis & Kantor,Aksesoris Meja,2,95000.00,50000.00,0.15,161500.00,61500.00
ORD-00247,2025-07-16,Completed,COD,CUST-0079,Maya Aminah,Consumer,Yogyakarta,Jawa,PROD-018,Botol Minum Tumbler 500ml,Perlengkapan Rumah,Dapur & Makan,1,95000.00,48000.00,0.05,90250.00,42250.00
ORD-00268,2026-03-02,Completed,Credit Card,CUST-0079,Maya Aminah,Consumer,Yogyakarta,Jawa,PROD-022,Rak Sepatu Susun Plastik,Perlengkapan Rumah,Storage,5,125000.00,68000.00,0.10,562500.00,222500.00
ORD-00268,2026-03-02,Completed,Credit Card,CUST-0079,Maya Aminah,Consumer,Yogyakarta,Jawa,PROD-006,Kabel Data Type-C Fast Charge,Elektronik,Aksesoris Mobile,1,35000.00,15000.00,0.05,33250.00,18250.00
ORD-00268,2026-03-02,Completed,Credit Card,CUST-0079,Maya Aminah,Consumer,Yogyakarta,Jawa,PROD-003,Headset Gaming Surround 7.1,Elektronik,Audio,1,350000.00,210000.00,0.00,350000.00,140000.00
